outcome,feature_set,model,fpr,tpr,threshold,auc
high_debt_burden,app,"Logistic (app, calibrated)",0.09085072231139647,0.19863945578231293,0.5955217505466379,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.09117174959871589,0.19909297052154196,0.5954303326480241,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.09662921348314607,0.20816326530612245,0.5949510955759292,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.09662921348314607,0.20861678004535147,0.5947117415449918,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.09695024077046549,0.20861678004535147,0.5943579158041692,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.09727126805778491,0.21043083900226758,0.5939830329964555,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.09727126805778491,0.2113378684807256,0.5939449444990847,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.09727126805778491,0.21179138321995464,0.5936673047829453,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.09727126805778491,0.2126984126984127,0.5936292072556328,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.09759229534510433,0.2145124716553288,0.5935225241473578,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.09823434991974318,0.21768707482993196,0.5930041273846054,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.0985553772070626,0.21768707482993196,0.5926672321953979,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.09919743178170144,0.22040816326530613,0.5920743789076293,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.09951845906902086,0.22131519274376418,0.5920532105020875,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.09951845906902086,0.22267573696145124,0.5917205531668065,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.0998394863563403,0.22267573696145124,0.5916300366300365,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.0998394863563403,0.22312925170068026,0.5914041004557239,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10016051364365972,0.22312925170068026,0.5912602964126389,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10240770465489567,0.2308390022675737,0.591047605645475,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10240770465489567,0.23129251700680273,0.5910299421455826,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10272873194221509,0.23129251700680273,0.591021750546638,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10272873194221509,0.23265306122448978,0.5905576468452656,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10337078651685393,0.23265306122448978,0.5901173730873355,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.10337078651685393,0.2331065759637188,0.5899832719973235,0.6700771994190935
